Timestamp,Temperature (°C),Machine Speed (RPM),Production Quality Score,Vibration Level (mm/s),Energy Consumption (kWh),Optimal Conditions
2025-04-03 04:24:00,75.58,1475,8.81,0.06,1.89,1
2025-04-03 04:25:00,73.53,1511,8.59,0.05,1.52,0
2025-04-03 04:26:00,74.97,1477,8.31,0.07,1.97,0
2025-04-03 04:27:00,74.95,1468,8.35,0.03,1.06,0
2025-04-03 04:28:00,73.59,1481,8.86,0.06,1.58,0
2025-04-03 04:29:00,74.84,1453,8.1,0.04,1.22,0
2025-04-03 04:30:00,73.74,1539,8.27,0.05,1.42,0
2025-04-03 04:31:00,78.0,1547,8.55,0.1,1.64,0
2025-04-03 04:32:00,73.96,1497,8.24,0.05,1.52,0
2025-04-03 04:33:00,73.01,1547,8.2,0.06,1.98,0
2025-04-03 04:34:00,74.95,1452,8.33,0.05,1.5,0
2025-04-03 04:35:00,75.81,1468,8.63,0.03,1.02,0
2025-04-03 04:36:00,72.37,1525,8.86,0.07,1.57,0
2025-04-03 04:37:00,78.21,1503,8.52,0.09,1.11,0
2025-04-03 04:38:00,74.48,1458,8.15,0.09,1.62,0
2025-04-03 04:39:00,75.57,1482,8.85,0.05,1.64,1
2025-04-03 04:40:00,75.91,1527,8.57,0.1,1.03,0
2025-04-03 04:41:00,75.88,1477,8.47,0.07,1.39,0
2025-04-03 04:42:00,75.18,1452,8.13,0.07,1.07,0
2025-04-03 04:43:00,73.17,1496,8.42,0.07,1.95,0
2025-04-03 04:44:00,75.89,1547,8.18,0.06,1.03,0
2025-04-03 04:45:00,75.76,1454,8.24,0.06,1.96,0
2025-04-03 04:46:00,77.57,1471,8.15,0.09,1.55,0
2025-04-03 04:47:00,74.92,1509,8.48,0.08,1.24,0
2025-04-03 04:48:00,76.86,1503,8.4,0.08,1.22,0
2025-04-03 04:49:00,72.4,1479,8.97,0.09,1.75,0
2025-04-03 04:50:00,74.99,1499,8.26,0.09,1.43,0
2025-04-03 04:51:00,75.78,1516,8.06,0.08,1.26,0
2025-04-03 04:52:00,76.06,1450,8.71,0.08,1.97,0
2025-04-03 04:53:00,74.49,1521,8.44,0.05,1.03,1
2025-04-03 04:54:00,76.36,1464,8.06,0.09,1.21,0
2025-04-03 04:55:00,76.05,1534,8.06,0.09,1.49,0
2025-04-03 04:56:00,70.69,1461,8.55,0.07,1.02,0
2025-04-03 04:57:00,78.0,1516,8.01,0.07,1.52,0
2025-04-03 04:58:00,76.48,1547,8.62,0.04,1.19,0
2025-04-03 04:59:00,77.57,1549,8.31,0.03,1.65,0
2025-04-03 05:00:00,74.47,1540,8.71,0.03,1.11,0
2025-04-03 05:01:00,76.82,1545,8.29,0.04,1.48,0
2025-04-03 05:02:00,74.95,1525,8.78,0.07,1.66,0
2025-04-03 05:03:00,75.23,1459,8.95,0.06,1.85,0
2025-04-03 05:04:00,72.36,1503,8.96,0.03,1.71,0
2025-04-03 05:05:00,74.95,1470,8.64,0.09,1.23,0
2025-04-03 05:06:00,75.45,1500,8.83,0.05,1.13,1
2025-04-03 05:07:00,73.13,1518,8.77,0.05,1.69,0
2025-04-03 05:08:00,78.36,1515,8.61,0.06,1.66,0
2025-04-03 05:09:00,74.41,1509,8.85,0.06,1.49,1
2025-04-03 05:10:00,74.97,1514,8.21,0.1,1.28,0
2025-04-03 05:11:00,75.01,1456,8.14,0.06,1.15,0
2025-04-03 05:12:00,72.59,1526,8.07,0.1,1.66,0
2025-04-03 05:13:00,74.31,1454,8.51,0.07,1.36,0
2025-04-03 05:14:00,76.76,1496,8.81,0.05,1.19,0
2025-04-03 05:15:00,74.09,1500,8.3,0.09,1.28,0
2025-04-03 05:16:00,74.93,1535,8.31,0.07,1.45,0
2025-04-03 05:17:00,76.44,1461,8.7,0.05,1.38,0
2025-04-03 05:18:00,72.96,1465,8.16,0.06,1.21,0
2025-04-03 05:19:00,75.49,1492,8.26,0.04,1.19,1
2025-04-03 05:20:00,72.43,1491,8.62,0.1,1.53,0
2025-04-03 05:21:00,73.74,1527,8.8,0.03,1.56,0
2025-04-03 05:22:00,72.61,1452,8.94,0.06,1.83,0
2025-04-03 05:23:00,73.94,1461,8.86,0.06,1.27,0
2025-04-03 05:24:00,75.49,1475,8.05,0.09,1.34,0
2025-04-03 05:25:00,76.57,1527,8.89,0.06,1.92,0
2025-04-03 05:26:00,76.02,1538,8.34,0.05,1.69,0
2025-04-03 05:27:00,75.03,1537,8.84,0.08,1.05,0
2025-04-03 05:28:00,73.51,1478,8.49,0.04,1.47,0
2025-04-03 05:29:00,74.32,1477,8.86,0.05,1.82,1
2025-04-03 05:30:00,75.1,1539,8.93,0.1,1.5,0
2025-04-03 05:31:00,76.96,1526,8.0,0.1,1.66,0
2025-04-03 05:32:00,78.02,1539,8.97,0.07,1.88,0
2025-04-03 05:33:00,74.03,1546,8.44,0.06,1.03,0
2025-04-03 05:34:00,76.93,1461,8.93,0.06,1.2,0
2025-04-03 05:35:00,72.89,1519,8.45,0.08,1.05,0
2025-04-03 05:36:00,74.71,1483,8.74,0.05,1.92,1
2025-04-03 05:37:00,75.03,1496,8.28,0.06,1.35,1
2025-04-03 05:38:00,73.28,1532,8.69,0.05,1.61,0
2025-04-03 05:39:00,73.18,1491,8.93,0.05,1.11,0
2025-04-03 05:40:00,75.48,1538,8.52,0.1,1.86,0
2025-04-03 05:41:00,74.17,1533,8.61,0.05,1.46,0
2025-04-03 05:42:00,76.5,1478,8.7,0.08,1.77,0
2025-04-03 05:43:00,74.63,1495,8.18,0.04,1.58,1
2025-04-03 05:44:00,77.84,1526,8.47,0.08,1.37,0
2025-04-03 05:45:00,75.8,1509,8.77,0.07,1.72,0
2025-04-03 05:46:00,75.26,1528,8.89,0.07,1.58,0
2025-04-03 05:47:00,72.1,1486,8.94,0.05,1.07,0
2025-04-03 05:48:00,75.96,1509,8.47,0.07,1.94,0
2025-04-03 05:49:00,74.67,1503,8.19,0.05,1.65,1
2025-04-03 05:50:00,75.2,1515,8.06,0.06,1.75,1
2025-04-03 05:51:00,71.65,1507,8.31,0.04,1.03,0
2025-04-03 05:52:00,71.04,1524,8.36,0.06,1.7,0
2025-04-03 05:53:00,77.17,1453,8.32,0.05,1.37,0
2025-04-03 05:54:00,74.76,1514,8.79,0.1,1.72,0
2025-04-03 05:55:00,74.59,1465,8.58,0.05,1.09,0
2025-04-03 05:56:00,72.33,1511,8.14,0.09,1.01,0
2025-04-03 05:57:00,77.04,1498,8.58,0.07,1.98,0
2025-04-03 05:58:00,69.61,1514,8.27,0.1,1.25,0
2025-04-03 05:59:00,71.55,1535,8.95,0.03,1.78,0
2025-04-03 06:00:00,74.8,1465,8.88,0.06,1.32,0
2025-04-03 06:01:00,77.09,1463,8.87,0.08,1.71,0
2025-04-03 06:02:00,75.49,1502,8.67,0.06,1.26,1
2025-04-03 06:03:00,72.85,1532,8.52,0.05,1.94,0
2025-04-03 06:04:00,76.77,1468,8.6,0.05,1.84,0
2025-04-03 06:05:00,73.11,1493,8.87,0.07,1.61,0
2025-04-03 06:06:00,76.2,1517,8.32,0.07,1.88,0
2025-04-03 06:07:00,75.13,1456,8.69,0.06,1.89,0
2025-04-03 06:08:00,71.07,1462,8.24,0.09,1.63,0
2025-04-03 06:09:00,74.06,1549,8.52,0.08,1.19,0
2025-04-03 06:10:00,75.85,1463,8.56,0.05,1.52,0
2025-04-03 06:11:00,72.01,1521,8.03,0.04,1.75,0
2025-04-03 06:12:00,73.95,1524,8.3,0.03,1.0,0
2025-04-03 06:13:00,74.56,1466,8.81,0.04,1.56,0
2025-04-03 06:14:00,74.31,1508,8.6,0.09,1.77,0
2025-04-03 06:15:00,75.33,1460,8.06,0.03,1.79,0
2025-04-03 06:16:00,76.05,1546,8.24,0.07,1.5,0
2025-04-03 06:17:00,74.66,1463,8.99,0.04,1.76,0
2025-04-03 06:18:00,76.67,1455,8.03,0.06,1.11,0
2025-04-03 06:19:00,71.0,1546,8.26,0.06,1.63,0
2025-04-03 06:20:00,75.08,1468,8.08,0.1,1.64,0
2025-04-03 06:21:00,75.7,1455,8.63,0.04,1.2,0
2025-04-03 06:22:00,76.65,1479,8.49,0.06,1.51,0
2025-04-03 06:23:00,72.71,1462,8.24,0.1,1.65,0
2025-04-03 06:24:00,76.06,1466,8.75,0.06,1.49,0
2025-04-03 06:25:00,74.25,1515,8.83,0.05,1.81,1
2025-04-03 06:26:00,76.6,1538,8.15,0.03,1.61,0
2025-04-03 06:27:00,72.06,1534,8.54,0.04,1.89,0
2025-04-03 06:28:00,71.87,1510,8.95,0.06,1.34,0
2025-04-03 06:29:00,77.98,1544,8.28,0.08,1.77,0
2025-04-03 06:30:00,73.99,1463,8.68,0.06,1.86,0
2025-04-03 06:31:00,71.32,1549,8.0,0.07,1.45,0
2025-04-03 06:32:00,74.33,1485,8.14,0.06,1.32,1
2025-04-03 06:33:00,75.34,1514,8.5,0.1,1.14,0
2025-04-03 06:34:00,74.45,1509,8.98,0.03,1.14,1
2025-04-03 06:35:00,75.15,1497,8.83,0.09,1.9,0
2025-04-03 06:36:00,75.55,1492,8.06,0.08,1.51,0
2025-04-03 06:37:00,73.73,1455,8.42,0.04,1.76,0
2025-04-03 06:38:00,76.86,1517,8.76,0.09,1.52,0
2025-04-03 06:39:00,75.64,1542,8.58,0.06,1.09,0
2025-04-03 06:40:00,77.62,1472,8.71,0.05,1.7,0
2025-04-03 06:41:00,74.5,1509,8.43,0.06,1.83,1
2025-04-03 06:42:00,76.84,1519,8.62,0.09,1.26,0
2025-04-03 06:43:00,73.6,1526,8.49,0.09,1.85,0
2025-04-03 06:44:00,73.04,1548,8.67,0.04,1.98,0
2025-04-03 06:45:00,74.45,1481,8.15,0.03,1.07,1
2025-04-03 06:46:00,75.68,1515,8.59,0.09,1.86,0
2025-04-03 06:47:00,78.73,1508,8.81,0.07,1.77,0
2025-04-03 06:48:00,75.99,1463,8.84,0.1,1.81,0
2025-04-03 06:49:00,74.93,1500,8.45,0.1,1.08,0
2025-04-03 06:50:00,74.17,1465,8.75,0.07,1.18,0
2025-04-03 06:51:00,76.73,1461,8.06,0.06,1.45,0
2025-04-03 06:52:00,76.97,1530,8.42,0.09,1.25,0
2025-04-03 06:53:00,75.3,1490,8.11,0.03,1.25,1
2025-04-03 06:54:00,74.15,1538,8.42,0.1,1.01,0
2025-04-03 06:55:00,76.93,1515,8.26,0.07,1.19,0
2025-04-03 06:56:00,73.91,1540,8.43,0.09,1.98,0
2025-04-03 06:57:00,75.5,1516,8.53,0.08,1.6,0
2025-04-03 06:58:00,74.12,1546,8.52,0.07,1.11,0
2025-04-03 06:59:00,77.93,1495,8.76,0.04,1.46,0
2025-04-03 07:00:00,77.15,1454,8.18,0.04,1.52,0
2025-04-03 07:01:00,77.53,1494,8.77,0.05,1.39,0
2025-04-03 07:02:00,76.52,1475,8.68,0.03,1.89,0
2025-04-03 07:03:00,72.28,1473,8.2,0.08,1.75,0
2025-04-03 07:04:00,71.97,1506,8.03,0.05,1.78,0
2025-04-03 07:05:00,77.66,1493,8.33,0.08,1.65,0
2025-04-03 07:06:00,75.94,1542,8.15,0.07,1.43,0
2025-04-03 07:07:00,77.27,1533,8.69,0.09,1.28,0
2025-04-03 07:08:00,72.45,1533,8.53,0.08,1.26,0
2025-04-03 07:09:00,75.04,1518,8.64,0.06,1.43,1
2025-04-03 07:10:00,75.95,1511,8.75,0.08,1.45,0
2025-04-03 07:11:00,70.23,1515,8.79,0.03,1.26,0
2025-04-03 07:12:00,77.31,1458,8.66,0.09,1.56,0
2025-04-03 07:13:00,69.87,1502,8.95,0.04,1.21,0
2025-04-03 07:14:00,74.24,1528,8.39,0.03,1.26,0
2025-04-03 07:15:00,74.44,1497,8.83,0.05,1.65,1
2025-04-03 07:16:00,74.51,1505,8.2,0.04,1.82,1
2025-04-03 07:17:00,76.84,1484,8.57,0.05,1.16,0
2025-04-03 07:18:00,75.84,1481,8.96,0.08,1.47,0
2025-04-03 07:19:00,74.61,1496,8.73,0.06,1.43,1
2025-04-03 07:20:00,78.51,1513,9.0,0.08,1.17,0
2025-04-03 07:21:00,78.04,1537,8.88,0.05,1.02,0
2025-04-03 07:22:00,74.91,1460,8.78,0.04,1.02,0
2025-04-03 07:23:00,76.15,1451,8.35,0.05,1.61,0
2025-04-03 07:24:00,74.24,1539,8.33,0.07,1.63,0
2025-04-03 07:25:00,72.82,1450,8.08,0.09,1.45,0
2025-04-03 07:26:00,78.04,1478,8.28,0.06,1.86,0
2025-04-03 07:27:00,75.14,1459,8.32,0.08,1.73,0
2025-04-03 07:28:00,72.36,1511,8.43,0.07,1.02,0
2025-04-03 07:29:00,75.88,1496,8.38,0.04,1.21,1
2025-04-03 07:30:00,73.43,1533,8.85,0.08,1.18,0
2025-04-03 07:31:00,75.51,1477,8.37,0.07,1.88,0
2025-04-03 07:32:00,73.42,1539,8.62,0.06,1.99,0
2025-04-03 07:33:00,74.62,1482,8.43,0.04,1.9,1
2025-04-03 07:34:00,72.7,1475,8.27,0.03,1.38,0
2025-04-03 07:35:00,76.21,1494,8.24,0.06,1.07,0
2025-04-03 07:36:00,73.75,1457,8.67,0.06,1.25,0
2025-04-03 07:37:00,73.47,1467,8.23,0.08,1.7,0
2025-04-03 07:38:00,75.34,1511,8.76,0.1,1.29,0
2025-04-03 07:39:00,76.09,1524,8.29,0.06,1.54,0
2025-04-03 07:40:00,78.21,1510,8.27,0.06,1.94,0
2025-04-03 07:41:00,74.98,1511,8.64,0.08,1.08,0
2025-04-03 07:42:00,75.81,1547,8.45,0.08,1.81,0
2025-04-03 07:43:00,77.0,1520,8.91,0.05,1.41,0
2025-04-03 07:44:00,72.06,1484,8.28,0.08,1.86,0
2025-04-03 07:45:00,75.92,1546,8.01,0.09,1.75,0
2025-04-03 07:46:00,74.28,1477,8.25,0.09,1.22,0
2025-04-03 07:47:00,71.58,1532,8.22,0.08,1.22,0
2025-04-03 07:48:00,76.28,1529,8.02,0.04,1.76,0
2025-04-03 07:49:00,74.24,1545,8.65,0.06,1.35,0
2025-04-03 07:50:00,76.32,1477,8.2,0.07,1.8,0
2025-04-03 07:51:00,78.94,1504,8.28,0.08,1.3,0
2025-04-03 07:52:00,72.53,1473,8.05,0.08,1.58,0
2025-04-03 07:53:00,73.71,1453,8.91,0.1,1.71,0
2025-04-03 07:54:00,72.08,1490,8.93,0.04,1.58,0
2025-04-03 07:55:00,76.55,1477,8.68,0.07,1.44,0
2025-04-03 07:56:00,73.27,1474,8.47,0.07,1.33,0
2025-04-03 07:57:00,70.31,1480,8.66,0.09,1.19,0
2025-04-03 07:58:00,77.07,1453,8.48,0.05,1.49,0
2025-04-03 07:59:00,80.32,1516,8.81,0.07,1.41,0
2025-04-03 08:00:00,71.68,1528,8.57,0.08,1.94,0
2025-04-03 08:01:00,76.84,1451,8.42,0.1,1.24,0
2025-04-03 08:02:00,75.27,1503,8.62,0.06,1.28,1
2025-04-03 08:03:00,71.51,1454,8.96,0.09,1.87,0
2025-04-03 08:04:00,73.8,1487,8.59,0.07,1.88,0
2025-04-03 08:05:00,72.02,1505,8.95,0.08,1.14,0
2025-04-03 08:06:00,75.13,1484,8.14,0.07,1.51,0
2025-04-03 08:07:00,74.55,1455,8.05,0.05,1.35,0
2025-04-03 08:08:00,74.58,1512,8.17,0.05,1.35,1
2025-04-03 08:09:00,72.01,1471,8.99,0.07,1.57,0
2025-04-03 08:10:00,74.96,1461,8.63,0.05,1.04,0
2025-04-03 08:11:00,70.93,1531,8.97,0.08,1.59,0
2025-04-03 08:12:00,74.96,1517,8.1,0.1,1.19,0
2025-04-03 08:13:00,74.98,1464,8.59,0.06,1.4,0
2025-04-03 08:14:00,74.84,1546,8.29,0.07,1.14,0
2025-04-03 08:15:00,78.3,1533,8.52,0.07,1.8,0
2025-04-03 08:16:00,75.23,1455,8.55,0.04,1.94,0
2025-04-03 08:17:00,72.53,1539,8.55,0.06,1.06,0
2025-04-03 08:18:00,73.62,1476,8.0,0.07,1.46,0
2025-04-03 08:19:00,71.65,1547,8.78,0.05,1.34,0
2025-04-03 08:20:00,78.1,1519,8.6,0.07,1.59,0
2025-04-03 08:21:00,73.99,1548,8.48,0.05,1.65,0
2025-04-03 08:22:00,77.16,1465,8.27,0.07,1.42,0
2025-04-03 08:23:00,72.84,1508,8.03,0.09,1.21,0
2025-04-03 08:24:00,76.51,1526,8.24,0.06,1.43,0
2025-04-03 08:25:00,72.92,1475,8.43,0.05,1.15,0
2025-04-03 08:26:00,73.01,1508,8.1,0.05,1.48,0
2025-04-03 08:27:00,75.95,1466,8.76,0.06,1.24,0
2025-04-03 08:28:00,73.22,1491,8.55,0.07,1.07,0
2025-04-03 08:29:00,76.04,1523,8.44,0.04,1.08,0
2025-04-03 08:30:00,74.36,1549,8.18,0.08,1.12,0
2025-04-03 08:31:00,73.46,1464,8.89,0.09,1.67,0
2025-04-03 08:32:00,72.9,1508,8.43,0.06,1.64,0
2025-04-03 08:33:00,74.6,1530,8.71,0.08,1.2,0
2025-04-03 08:34:00,76.6,1488,8.49,0.05,1.35,0
2025-04-03 08:35:00,77.21,1453,8.06,0.06,1.93,0
2025-04-03 08:36:00,74.31,1471,8.92,0.04,1.28,0
2025-04-03 08:37:00,77.79,1512,8.21,0.05,1.47,0
2025-04-03 08:38:00,77.05,1529,8.13,0.1,1.23,0
2025-04-03 08:39:00,74.23,1549,8.93,0.08,1.91,0
2025-04-03 08:40:00,75.28,1536,8.99,0.04,1.47,0
2025-04-03 08:41:00,70.72,1480,8.41,0.05,1.45,0
2025-04-03 08:42:00,70.74,1483,8.27,0.06,1.26,0
2025-04-03 08:43:00,70.68,1470,8.4,0.1,1.76,0
2025-04-03 08:44:00,76.47,1517,8.05,0.09,1.47,0
2025-04-03 08:45:00,78.59,1484,8.05,0.08,1.55,0
2025-04-03 08:46:00,71.71,1549,8.35,0.09,1.21,0
2025-04-03 08:47:00,74.9,1470,8.89,0.04,1.21,0
2025-04-03 08:48:00,73.09,1549,8.87,0.04,1.77,0
2025-04-03 08:49:00,75.37,1528,8.9,0.04,1.06,0
2025-04-03 08:50:00,77.14,1507,8.93,0.03,1.85,0
2025-04-03 08:51:00,75.01,1533,8.3,0.05,1.24,0
2025-04-03 08:52:00,76.68,1485,8.77,0.06,1.42,0
2025-04-03 08:53:00,74.5,1524,8.08,0.04,1.25,1
2025-04-03 08:54:00,75.75,1546,8.54,0.06,1.07,0
2025-04-03 08:55:00,72.88,1537,8.42,0.1,1.68,0
2025-04-03 08:56:00,74.76,1525,8.31,0.07,1.86,0
2025-04-03 08:57:00,76.66,1507,8.04,0.09,1.74,0
2025-04-03 08:58:00,74.88,1503,8.66,0.07,1.58,0
2025-04-03 08:59:00,73.28,1485,8.13,0.08,1.41,0
2025-04-03 09:00:00,72.74,1524,8.43,0.06,1.65,0
2025-04-03 09:01:00,77.15,1526,8.64,0.05,1.97,0
2025-04-03 09:02:00,77.63,1539,8.32,0.09,1.82,0
2025-04-03 09:03:00,76.47,1470,8.69,0.08,1.12,0
2025-04-03 09:04:00,76.11,1494,8.15,0.1,1.91,0
2025-04-03 09:05:00,72.87,1537,8.4,0.04,1.49,0
2025-04-03 09:06:00,74.05,1454,8.65,0.09,1.11,0
2025-04-03 09:07:00,71.55,1505,8.91,0.09,1.85,0
2025-04-03 09:08:00,74.92,1485,8.24,0.08,1.18,0
2025-04-03 09:09:00,73.8,1534,8.21,0.08,1.45,0
2025-04-03 09:10:00,75.92,1494,8.1,0.06,1.04,1
2025-04-03 09:11:00,76.89,1484,8.09,0.09,1.36,0
2025-04-03 09:12:00,76.8,1482,8.58,0.05,1.56,0
2025-04-03 09:13:00,74.09,1481,8.67,0.09,1.89,0
2025-04-03 09:14:00,75.43,1480,8.71,0.09,1.12,0
2025-04-03 09:15:00,73.86,1473,8.27,0.07,1.01,0
2025-04-03 09:16:00,69.76,1535,8.07,0.06,1.49,0
2025-04-03 09:17:00,75.64,1529,8.56,0.08,1.9,0
2025-04-03 09:18:00,76.68,1513,8.97,0.06,1.56,0
2025-04-03 09:19:00,70.2,1464,8.32,0.09,1.7,0
2025-04-03 09:20:00,75.24,1491,8.9,0.08,1.08,0
2025-04-03 09:21:00,76.21,1540,8.31,0.03,1.99,0
2025-04-03 09:22:00,76.41,1548,8.1,0.09,1.13,0
2025-04-03 09:23:00,77.23,1482,8.66,0.07,1.4,0
2025-04-03 09:24:00,76.18,1513,8.04,0.1,1.29,0
2025-04-03 09:25:00,73.65,1512,8.25,0.09,1.92,0
2025-04-03 09:26:00,76.76,1511,8.57,0.03,1.94,0
2025-04-03 09:27:00,73.29,1456,8.01,0.07,1.75,0
2025-04-03 09:28:00,73.77,1541,8.04,0.05,1.61,0
2025-04-03 09:29:00,71.96,1484,8.8,0.03,1.05,0
2025-04-03 09:30:00,73.81,1529,8.32,0.09,1.91,0
2025-04-03 09:31:00,74.39,1487,8.01,0.04,1.07,1
2025-04-03 09:32:00,77.31,1504,8.19,0.07,1.19,0
2025-04-03 09:33:00,77.07,1455,8.97,0.07,1.46,0
2025-04-03 09:34:00,75.7,1535,8.42,0.09,1.75,0
2025-04-03 09:35:00,75.8,1450,8.21,0.09,1.7,0
2025-04-03 09:36:00,72.49,1509,8.55,0.06,1.73,0
2025-04-03 09:37:00,75.63,1534,8.95,0.06,1.34,0
2025-04-03 09:38:00,74.17,1483,8.88,0.07,1.85,0
2025-04-03 09:39:00,72.9,1544,8.24,0.06,1.44,0
2025-04-03 09:40:00,74.77,1467,8.81,0.03,1.43,0
2025-04-03 09:41:00,76.66,1478,8.07,0.09,1.06,0
2025-04-03 09:42:00,74.67,1453,8.83,0.06,1.21,0
2025-04-03 09:43:00,76.68,1461,8.1,0.09,1.1,0
2025-04-03 09:44:00,73.8,1453,8.55,0.07,1.21,0
2025-04-03 09:45:00,71.52,1469,8.18,0.07,1.09,0
2025-04-03 09:46:00,74.13,1505,8.99,0.08,1.59,0
2025-04-03 09:47:00,74.75,1454,8.95,0.04,1.06,0
2025-04-03 09:48:00,76.89,1527,8.57,0.07,1.58,0
2025-04-03 09:49:00,72.75,1530,8.13,0.09,1.69,0
2025-04-03 09:50:00,76.05,1529,8.61,0.06,1.77,0
2025-04-03 09:51:00,74.29,1516,8.93,0.08,1.52,0
2025-04-03 09:52:00,74.66,1496,8.92,0.1,1.96,0
2025-04-03 09:53:00,72.96,1512,8.21,0.05,1.7,0
2025-04-03 09:54:00,76.27,1487,8.85,0.08,1.02,0
2025-04-03 09:55:00,71.44,1490,8.86,0.07,1.32,0
2025-04-03 09:56:00,74.97,1481,8.06,0.07,1.97,0
2025-04-03 09:57:00,70.98,1488,8.84,0.07,1.88,0
2025-04-03 09:58:00,74.04,1463,8.71,0.06,1.1,0
2025-04-03 09:59:00,73.6,1523,8.05,0.07,1.44,0
2025-04-03 10:00:00,76.65,1471,8.62,0.08,1.86,0
2025-04-03 10:01:00,73.39,1455,8.39,0.07,1.76,0
2025-04-03 10:02:00,73.46,1476,8.79,0.08,1.17,0
2025-04-03 10:03:00,76.33,1450,8.34,0.08,1.28,0
2025-04-03 10:04:00,76.43,1494,9.0,0.09,1.33,0
2025-04-03 10:05:00,75.37,1490,9.0,0.04,1.61,1
2025-04-03 10:06:00,77.67,1487,8.35,0.08,1.23,0
2025-04-03 10:07:00,78.53,1507,8.62,0.05,1.74,0
2025-04-03 10:08:00,76.88,1451,8.98,0.07,1.19,0
2025-04-03 10:09:00,75.85,1496,8.96,0.07,1.91,0
2025-04-03 10:10:00,73.6,1474,8.74,0.06,1.28,0
2025-04-03 10:11:00,73.55,1509,8.17,0.09,1.21,0
2025-04-03 10:12:00,73.58,1511,8.25,0.1,1.16,0
2025-04-03 10:13:00,76.3,1465,8.91,0.08,1.77,0
2025-04-03 10:14:00,76.32,1520,8.48,0.07,1.66,0
2025-04-03 10:15:00,75.54,1497,8.61,0.07,1.29,0
2025-04-03 10:16:00,76.94,1529,8.36,0.06,1.24,0
2025-04-03 10:17:00,78.5,1522,8.15,0.06,1.34,0
2025-04-03 10:18:00,75.54,1451,8.51,0.08,1.59,0
2025-04-03 10:19:00,72.91,1509,8.7,0.04,1.48,0
2025-04-03 10:20:00,75.37,1536,8.46,0.07,1.3,0
2025-04-03 10:21:00,75.38,1529,8.86,0.08,1.15,0
2025-04-03 10:22:00,78.57,1484,8.63,0.04,1.16,0
2025-04-03 10:23:00,75.57,1465,8.26,0.06,1.81,0
2025-04-03 10:24:00,73.68,1482,8.26,0.08,1.78,0
2025-04-03 10:25:00,74.99,1454,8.53,0.05,1.27,0
2025-04-03 10:26:00,75.39,1534,8.66,0.06,1.51,0
2025-04-03 10:27:00,75.37,1503,8.32,0.05,1.69,1
2025-04-03 10:28:00,71.72,1515,8.91,0.05,1.53,0
2025-04-03 10:29:00,74.69,1526,8.09,0.04,1.11,0
2025-04-03 10:30:00,75.72,1544,8.67,0.03,1.67,0
2025-04-03 10:31:00,73.86,1499,8.84,0.05,1.42,0
2025-04-03 10:32:00,75.1,1545,8.99,0.08,1.7,0
2025-04-03 10:33:00,74.13,1501,8.36,0.03,1.15,1
2025-04-03 10:34:00,73.3,1467,8.67,0.08,1.52,0
2025-04-03 10:35:00,77.9,1463,8.55,0.06,1.74,0
2025-04-03 10:36:00,73.04,1499,8.37,0.05,1.65,0
2025-04-03 10:37:00,75.77,1497,8.05,0.04,1.76,1
2025-04-03 10:38:00,76.66,1478,8.35,0.09,1.98,0
2025-04-03 10:39:00,73.29,1505,8.56,0.06,1.13,0
2025-04-03 10:40:00,75.15,1467,8.79,0.08,1.8,0
2025-04-03 10:41:00,76.81,1506,8.07,0.07,1.5,0
2025-04-03 10:42:00,72.88,1499,8.56,0.08,1.17,0
2025-04-03 10:43:00,74.69,1506,8.3,0.07,1.22,0
2025-04-03 10:44:00,74.39,1545,8.21,0.03,1.74,0
2025-04-03 10:45:00,73.9,1468,8.24,0.08,1.22,0
2025-04-03 10:46:00,75.69,1495,8.11,0.04,1.51,1
2025-04-03 10:47:00,74.54,1528,8.99,0.06,1.65,0
2025-04-03 10:48:00,73.93,1455,8.07,0.08,1.84,0
2025-04-03 10:49:00,72.53,1488,8.92,0.03,1.54,0
2025-04-03 10:50:00,70.64,1537,8.11,0.04,1.53,0
2025-04-03 10:51:00,75.02,1466,8.29,0.04,1.78,0
2025-04-03 10:52:00,76.69,1454,8.78,0.04,1.43,0
2025-04-03 10:53:00,72.37,1489,8.24,0.08,1.48,0
2025-04-03 10:54:00,76.39,1451,8.54,0.09,1.13,0
2025-04-03 10:55:00,74.35,1528,8.3,0.07,1.04,0
2025-04-03 10:56:00,73.63,1494,8.59,0.07,1.59,0
2025-04-03 10:57:00,74.92,1469,8.24,0.08,1.02,0
2025-04-03 10:58:00,75.85,1450,8.68,0.07,1.64,0
2025-04-03 10:59:00,72.65,1512,8.95,0.05,1.18,0
2025-04-03 11:00:00,75.72,1484,8.66,0.1,1.21,0
2025-04-03 11:01:00,72.65,1544,8.27,0.09,1.01,0
2025-04-03 11:02:00,77.86,1465,8.49,0.05,1.84,0
2025-04-03 11:03:00,75.91,1519,8.78,0.05,1.35,1
2025-04-03 11:04:00,78.82,1479,8.46,0.09,1.98,0
2025-04-03 11:05:00,74.72,1538,8.83,0.09,1.37,0
2025-04-03 11:06:00,71.39,1532,8.43,0.06,1.24,0
2025-04-03 11:07:00,72.63,1502,8.12,0.05,1.22,0
2025-04-03 11:08:00,75.28,1466,8.15,0.08,1.17,0
2025-04-03 11:09:00,72.25,1524,8.53,0.06,1.99,0
2025-04-03 11:10:00,77.75,1467,8.23,0.06,1.97,0
2025-04-03 11:11:00,75.1,1549,8.97,0.08,1.24,0
2025-04-03 11:12:00,74.31,1510,8.21,0.09,1.3,0
